epoch,variant,test_loss,train_loss,test_loss_std
0,WC,18.014942169189453,15.207892417907715,2.009702444076538
1,WC,17.65472412109375,15.39653205871582,2.2422759532928467
2,WC,18.10432243347168,17.079708099365234,2.3125948905944824
3,WC,18.308307647705078,16.62044906616211,2.5962891578674316
4,WC,18.045063018798828,16.255319595336914,2.256082534790039
5,WC,17.897111892700195,15.091714859008789,2.4394285678863525
6,WC,17.997743606567383,12.93264389038086,2.504232883453369
7,WC,17.831287384033203,26.743885040283203,2.5668134689331055
8,WC,17.826902389526367,27.332805633544922,2.1104531288146973
9,WC,17.597684860229492,18.246490478515625,2.3612663745880127
10,WC,17.735065460205078,19.398603439331055,2.347960948944092
11,WC,17.400245666503906,16.38479232788086,2.4727883338928223
12,WC,17.278568267822266,15.251433372497559,1.9955878257751465
13,WC,17.64522361755371,22.1070556640625,2.0044150352478027
14,WC,17.2938289642334,22.129234313964844,2.157011032104492
15,WC,17.131319046020508,18.591703414916992,2.3003649711608887
16,WC,17.203378677368164,17.26420783996582,2.1115167140960693
17,WC,17.033533096313477,18.291038513183594,2.256612777709961
18,WC,17.17863655090332,15.804780960083008,2.596982717514038
19,WC,16.6743221282959,19.01653289794922,2.052109718322754
20,WC,16.87468147277832,17.958423614501953,2.193347215652466
21,WC,16.399425506591797,18.62141990661621,2.2008249759674072
22,WC,16.489145278930664,15.434236526489258,2.0891835689544678
23,WC,16.47356605529785,16.922119140625,2.0294888019561768
24,WC,16.319272994995117,15.872547149658203,1.7098034620285034
25,WC,16.422948837280273,11.655560493469238,2.168959856033325
26,WC,15.911886215209961,15.964357376098633,2.0930871963500977
27,WC,15.888252258300781,14.576520919799805,1.9060472249984741
28,WC,16.033231735229492,17.38490867614746,1.892539620399475
29,WC,16.207433700561523,14.199762344360352,2.166790723800659
30,WC,16.44293975830078,16.78228187561035,2.207747220993042
31,WC,15.874273300170898,13.044907569885254,1.6691882610321045
32,WC,16.273439407348633,16.73810577392578,1.9936577081680298
33,WC,16.592529296875,14.107158660888672,1.9034751653671265
34,WC,16.143016815185547,15.004965782165527,2.1824588775634766
35,WC,16.084659576416016,13.906582832336426,1.9832336902618408
36,WC,16.164976119995117,19.262178421020508,1.9623364210128784
37,WC,15.904862403869629,12.76196002960205,1.858919382095337
38,WC,16.16478729248047,30.51761245727539,2.319808006286621
39,WC,16.009450912475586,19.726173400878906,2.1175408363342285
40,WC,16.066242218017578,14.365347862243652,1.9471821784973145
41,WC,16.04216766357422,14.753912925720215,1.9251607656478882
42,WC,15.901259422302246,12.391518592834473,2.2022604942321777
43,WC,16.14048957824707,11.946167945861816,2.209135055541992
44,WC,16.055688858032227,17.01210594177246,1.747930645942688
45,WC,15.89268684387207,17.037412643432617,1.6508029699325562
46,WC,16.043668746948242,14.355506896972656,2.010270357131958
47,WC,15.762173652648926,14.343086242675781,1.847416639328003
48,WC,15.799266815185547,16.662033081054688,1.8161835670471191
49,WC,15.964456558227539,13.819891929626465,2.071230888366699
50,WC,15.68636703491211,13.282831192016602,2.0878400802612305
51,WC,15.801258087158203,11.207805633544922,2.295548439025879
52,WC,15.818659782409668,13.844390869140625,1.876637578010559
53,WC,15.575021743774414,14.003976821899414,1.4761077165603638
54,WC,15.809383392333984,17.34633445739746,2.135119915008545
55,WC,15.64274787902832,16.435731887817383,2.0016355514526367
56,WC,15.349549293518066,13.038076400756836,1.8352899551391602
57,WC,15.83108901977539,24.738086700439453,1.7157014608383179
58,WC,15.732534408569336,14.474644660949707,2.1040422916412354
59,WC,15.239126205444336,16.823055267333984,1.787326693534851
60,WC,15.59318733215332,12.289459228515625,1.8694473505020142
61,WC,15.408007621765137,14.583992958068848,1.7832729816436768
62,WC,15.1986083984375,19.171527862548828,1.6259870529174805
63,WC,15.35958480834961,11.948460578918457,1.7797211408615112
64,WC,15.389904975891113,16.838260650634766,1.7420763969421387
65,WC,15.441973686218262,16.865407943725586,1.929520845413208
66,WC,15.422179222106934,13.36249828338623,1.80598783493042
67,WC,15.946362495422363,17.31798553466797,2.044430732727051
68,WC,15.867168426513672,11.996406555175781,1.6632659435272217
69,WC,15.949233055114746,27.914291381835938,1.9577269554138184
70,WC,15.947213172912598,17.0740909576416,1.7881163358688354
71,WC,16.123329162597656,16.445613861083984,1.9943645000457764
72,WC,16.257884979248047,23.32921028137207,1.9938910007476807
73,WC,16.135784149169922,15.266340255737305,1.8757877349853516
74,WC,16.170011520385742,28.224018096923828,1.8738259077072144
75,WC,16.135086059570312,13.889239311218262,2.421450138092041
76,WC,15.97735595703125,16.3413143157959,2.114839553833008
77,WC,15.663578987121582,12.249834060668945,2.1284127235412598
78,WC,15.675188064575195,19.739944458007812,1.8606593608856201
79,WC,15.663766860961914,12.540682792663574,1.87809157371521
80,WC,15.678993225097656,17.59385108947754,1.764219045639038
81,WC,15.770515441894531,20.37646484375,1.8085730075836182
82,WC,15.607385635375977,20.10126495361328,1.8670356273651123
83,WC,15.716442108154297,16.79220199584961,2.1801114082336426
84,WC,15.215381622314453,22.33539390563965,1.7000819444656372
85,WC,15.470069885253906,13.282236099243164,1.7377821207046509
86,WC,15.888197898864746,12.568007469177246,1.9042829275131226
87,WC,15.571755409240723,13.073114395141602,1.8731889724731445
88,WC,15.52637004852295,11.56385326385498,1.787204384803772
89,WC,15.681743621826172,12.134525299072266,1.9197419881820679
90,WC,15.892982482910156,12.256900787353516,2.167466163635254
91,WC,15.631572723388672,18.793338775634766,2.229133129119873
92,WC,16.142263412475586,14.515053749084473,2.2413809299468994
93,WC,15.725796699523926,13.654120445251465,1.6382418870925903
94,WC,15.780500411987305,15.398774147033691,1.8004257678985596
95,WC,15.921481132507324,17.53327178955078,2.1984896659851074
96,WC,15.964683532714844,15.403120994567871,2.049769639968872
97,WC,16.229629516601562,14.308937072753906,2.008671998977661
98,WC,16.113737106323242,20.072834014892578,1.8112655878067017
99,WC,15.963226318359375,13.148788452148438,1.9111731052398682
0,Vanilla,5014.6640625,680.2804565429688,6651.62451171875
1,Vanilla,595.7434692382812,422.0015563964844,23.240694046020508
2,Vanilla,323.2362060546875,246.0580596923828,13.716049194335938
3,Vanilla,244.36683654785156,205.40113830566406,10.198143005371094
4,Vanilla,195.13446044921875,179.21078491210938,8.71702766418457
5,Vanilla,159.2541961669922,138.58274841308594,8.428954124450684
6,Vanilla,134.29364013671875,110.97673797607422,6.409798622131348
7,Vanilla,114.84904479980469,107.8434829711914,4.728619575500488
8,Vanilla,100.11441040039062,87.9184799194336,5.177942752838135
9,Vanilla,88.52566528320312,78.63707733154297,4.06190824508667
10,Vanilla,79.6195068359375,68.46887969970703,4.09458589553833
11,Vanilla,70.84368896484375,62.43355178833008,3.142916202545166
12,Vanilla,65.19862365722656,55.923423767089844,3.407588243484497
13,Vanilla,58.528846740722656,53.159542083740234,2.8147332668304443
14,Vanilla,54.86322784423828,55.8245964050293,3.275939464569092
15,Vanilla,52.72793960571289,41.617149353027344,3.084268093109131
16,Vanilla,49.159263610839844,41.33300018310547,2.6578528881073
17,Vanilla,45.993228912353516,38.50505447387695,2.9926083087921143
18,Vanilla,42.355224609375,39.87918472290039,2.7410123348236084
19,Vanilla,40.33016586303711,37.97850799560547,2.4371445178985596
20,Vanilla,38.249244689941406,35.102108001708984,3.04610013961792
21,Vanilla,35.98965072631836,30.08865737915039,2.253988027572632
22,Vanilla,34.83060073852539,29.93830680847168,2.2149927616119385
23,Vanilla,33.601680755615234,26.971511840820312,2.2452468872070312
24,Vanilla,32.24238967895508,31.404970169067383,2.221158504486084
25,Vanilla,30.6638126373291,23.954919815063477,2.5422489643096924
26,Vanilla,28.908370971679688,20.988811492919922,2.3281679153442383
27,Vanilla,28.18918228149414,23.103391647338867,2.2251477241516113
28,Vanilla,27.376684188842773,21.326196670532227,2.206942558288574
29,Vanilla,26.5048885345459,26.019121170043945,2.3490302562713623
30,Vanilla,25.495698928833008,25.705631256103516,2.375296115875244
31,Vanilla,25.011028289794922,25.528596878051758,2.4937987327575684
32,Vanilla,24.104877471923828,17.47233772277832,2.0578677654266357
33,Vanilla,24.131309509277344,22.60475730895996,2.3298873901367188
34,Vanilla,23.623342514038086,19.476280212402344,2.629706859588623
35,Vanilla,23.136554718017578,25.156673431396484,2.1564600467681885
36,Vanilla,22.490638732910156,20.821353912353516,2.1765804290771484
37,Vanilla,21.91666030883789,21.649944305419922,2.1303038597106934
38,Vanilla,22.001747131347656,18.64528465270996,2.5432190895080566
39,Vanilla,21.60721206665039,19.977066040039062,2.487368106842041
40,Vanilla,21.260047912597656,24.65365982055664,2.279639720916748
41,Vanilla,20.747573852539062,21.30384063720703,2.724719524383545
42,Vanilla,20.74164581298828,17.89536476135254,2.1555542945861816
43,Vanilla,20.652755737304688,16.365175247192383,2.188542366027832
44,Vanilla,20.8149471282959,16.72554588317871,2.0794994831085205
45,Vanilla,20.719810485839844,21.47951316833496,2.0731875896453857
46,Vanilla,20.138532638549805,19.743730545043945,2.4802114963531494
47,Vanilla,19.789676666259766,23.474647521972656,2.007565975189209
48,Vanilla,19.896076202392578,21.701486587524414,2.3498764038085938
49,Vanilla,19.708833694458008,17.75287628173828,2.0531680583953857
50,Vanilla,19.485652923583984,19.960325241088867,2.036785840988159
51,Vanilla,19.43768882751465,23.032691955566406,2.059595823287964
52,Vanilla,19.221294403076172,20.543703079223633,2.0599608421325684
53,Vanilla,19.49151039123535,14.239622116088867,2.2397446632385254
54,Vanilla,19.045074462890625,12.408830642700195,1.8539420366287231
55,Vanilla,19.095897674560547,23.59340476989746,2.1380226612091064
56,Vanilla,19.283327102661133,17.52772331237793,2.280904531478882
57,Vanilla,18.433135986328125,13.390207290649414,1.7050758600234985
58,Vanilla,18.80062484741211,16.023479461669922,2.2953062057495117
59,Vanilla,18.3383731842041,26.914220809936523,2.0414607524871826
60,Vanilla,18.590330123901367,17.197309494018555,1.8664391040802002
61,Vanilla,19.000951766967773,21.43895149230957,2.218841552734375
62,Vanilla,18.193082809448242,16.808149337768555,2.0586514472961426
63,Vanilla,18.678050994873047,18.450237274169922,2.193143844604492
64,Vanilla,18.425254821777344,16.725383758544922,1.8767845630645752
65,Vanilla,18.569028854370117,15.362773895263672,2.103614568710327
66,Vanilla,18.565025329589844,13.653899192810059,1.9540398120880127
67,Vanilla,18.702486038208008,19.221378326416016,1.8629051446914673
68,Vanilla,17.93700408935547,15.135183334350586,1.4460513591766357
69,Vanilla,18.454195022583008,17.520889282226562,1.8855876922607422
70,Vanilla,18.125343322753906,20.935338973999023,1.9650791883468628
71,Vanilla,18.12040138244629,16.841232299804688,2.2665133476257324
72,Vanilla,18.44985580444336,27.729381561279297,2.404752731323242
73,Vanilla,18.03002166748047,33.55691909790039,2.2009918689727783
74,Vanilla,17.931333541870117,17.205331802368164,2.1014349460601807
75,Vanilla,18.37830924987793,17.367252349853516,2.1304898262023926
76,Vanilla,18.322378158569336,16.344736099243164,1.8754136562347412
77,Vanilla,18.15643882751465,19.686721801757812,2.1754133701324463
78,Vanilla,17.812549591064453,17.91377067565918,1.9807332754135132
79,Vanilla,17.667457580566406,16.875499725341797,1.9863826036453247
80,Vanilla,17.588586807250977,15.843785285949707,2.0854833126068115
81,Vanilla,17.975563049316406,15.907381057739258,2.2716238498687744
82,Vanilla,17.53679847717285,18.52934455871582,1.9222623109817505
83,Vanilla,17.73699378967285,12.978232383728027,2.0936248302459717
84,Vanilla,17.944650650024414,21.53837013244629,2.421135187149048
85,Vanilla,17.834718704223633,19.94786834716797,2.0083651542663574
86,Vanilla,18.275737762451172,19.279279708862305,2.2877085208892822
87,Vanilla,17.60317611694336,17.83976936340332,2.0496764183044434
88,Vanilla,17.732135772705078,20.36807632446289,2.441466808319092
89,Vanilla,17.77869987487793,19.000524520874023,2.037572145462036
90,Vanilla,18.12480926513672,16.54619026184082,2.5360240936279297
91,Vanilla,17.65727996826172,19.46867561340332,1.9923341274261475
92,Vanilla,17.53363800048828,14.431499481201172,2.0507819652557373
93,Vanilla,18.045385360717773,11.791014671325684,2.222505807876587
94,Vanilla,17.759366989135742,19.137035369873047,2.0578901767730713
95,Vanilla,17.693723678588867,16.982568740844727,2.1060526371002197
96,Vanilla,17.644075393676758,17.71571159362793,2.050049066543579
97,Vanilla,17.6302433013916,19.409364700317383,2.2421658039093018
98,Vanilla,17.205110549926758,17.935760498046875,2.1498963832855225
99,Vanilla,17.352659225463867,12.695683479309082,2.0072035789489746
