epoch,test_loss,train_loss,test_loss_std
0,18.014942169189453,15.207892417907715,2.009702444076538
1,17.65472412109375,15.39653205871582,2.2422759532928467
2,18.10432243347168,17.079708099365234,2.3125948905944824
3,18.308307647705078,16.62044906616211,2.5962891578674316
4,18.045063018798828,16.255319595336914,2.256082534790039
5,17.897111892700195,15.091714859008789,2.4394285678863525
6,17.997743606567383,12.93264389038086,2.504232883453369
7,17.831287384033203,26.743885040283203,2.5668134689331055
8,17.826902389526367,27.332805633544922,2.1104531288146973
9,17.597684860229492,18.246490478515625,2.3612663745880127
10,17.735065460205078,19.398603439331055,2.347960948944092
11,17.400245666503906,16.38479232788086,2.4727883338928223
12,17.278568267822266,15.251433372497559,1.9955878257751465
13,17.64522361755371,22.1070556640625,2.0044150352478027
14,17.2938289642334,22.129234313964844,2.157011032104492
15,17.131319046020508,18.591703414916992,2.3003649711608887
16,17.203378677368164,17.26420783996582,2.1115167140960693
17,17.033533096313477,18.291038513183594,2.256612777709961
18,17.17863655090332,15.804780960083008,2.596982717514038
19,16.6743221282959,19.01653289794922,2.052109718322754
20,16.87468147277832,17.958423614501953,2.193347215652466
21,16.399425506591797,18.62141990661621,2.2008249759674072
22,16.489145278930664,15.434236526489258,2.0891835689544678
23,16.47356605529785,16.922119140625,2.0294888019561768
24,16.319272994995117,15.872547149658203,1.7098034620285034
25,16.422948837280273,11.655560493469238,2.168959856033325
26,15.911886215209961,15.964357376098633,2.0930871963500977
27,15.888252258300781,14.576520919799805,1.9060472249984741
28,16.033231735229492,17.38490867614746,1.892539620399475
29,16.207433700561523,14.199762344360352,2.166790723800659
30,16.44293975830078,16.78228187561035,2.207747220993042
31,15.874273300170898,13.044907569885254,1.6691882610321045
32,16.273439407348633,16.73810577392578,1.9936577081680298
33,16.592529296875,14.107158660888672,1.9034751653671265
34,16.143016815185547,15.004965782165527,2.1824588775634766
35,16.084659576416016,13.906582832336426,1.9832336902618408
36,16.164976119995117,19.262178421020508,1.9623364210128784
37,15.904862403869629,12.76196002960205,1.858919382095337
38,16.16478729248047,30.51761245727539,2.319808006286621
39,16.009450912475586,19.726173400878906,2.1175408363342285
40,16.066242218017578,14.365347862243652,1.9471821784973145
41,16.04216766357422,14.753912925720215,1.9251607656478882
42,15.901259422302246,12.391518592834473,2.2022604942321777
43,16.14048957824707,11.946167945861816,2.209135055541992
44,16.055688858032227,17.01210594177246,1.747930645942688
45,15.89268684387207,17.037412643432617,1.6508029699325562
46,16.043668746948242,14.355506896972656,2.010270357131958
47,15.762173652648926,14.343086242675781,1.847416639328003
48,15.799266815185547,16.662033081054688,1.8161835670471191
49,15.964456558227539,13.819891929626465,2.071230888366699
50,15.68636703491211,13.282831192016602,2.0878400802612305
51,15.801258087158203,11.207805633544922,2.295548439025879
52,15.818659782409668,13.844390869140625,1.876637578010559
53,15.575021743774414,14.003976821899414,1.4761077165603638
54,15.809383392333984,17.34633445739746,2.135119915008545
55,15.64274787902832,16.435731887817383,2.0016355514526367
56,15.349549293518066,13.038076400756836,1.8352899551391602
57,15.83108901977539,24.738086700439453,1.7157014608383179
58,15.732534408569336,14.474644660949707,2.1040422916412354
59,15.239126205444336,16.823055267333984,1.787326693534851
60,15.59318733215332,12.289459228515625,1.8694473505020142
61,15.408007621765137,14.583992958068848,1.7832729816436768
62,15.1986083984375,19.171527862548828,1.6259870529174805
63,15.35958480834961,11.948460578918457,1.7797211408615112
64,15.389904975891113,16.838260650634766,1.7420763969421387
65,15.441973686218262,16.865407943725586,1.929520845413208
66,15.422179222106934,13.36249828338623,1.80598783493042
67,15.946362495422363,17.31798553466797,2.044430732727051
68,15.867168426513672,11.996406555175781,1.6632659435272217
69,15.949233055114746,27.914291381835938,1.9577269554138184
70,15.947213172912598,17.0740909576416,1.7881163358688354
71,16.123329162597656,16.445613861083984,1.9943645000457764
72,16.257884979248047,23.32921028137207,1.9938910007476807
73,16.135784149169922,15.266340255737305,1.8757877349853516
74,16.170011520385742,28.224018096923828,1.8738259077072144
75,16.135086059570312,13.889239311218262,2.421450138092041
76,15.97735595703125,16.3413143157959,2.114839553833008
77,15.663578987121582,12.249834060668945,2.1284127235412598
78,15.675188064575195,19.739944458007812,1.8606593608856201
79,15.663766860961914,12.540682792663574,1.87809157371521
80,15.678993225097656,17.59385108947754,1.764219045639038
81,15.770515441894531,20.37646484375,1.8085730075836182
82,15.607385635375977,20.10126495361328,1.8670356273651123
83,15.716442108154297,16.79220199584961,2.1801114082336426
84,15.215381622314453,22.33539390563965,1.7000819444656372
85,15.470069885253906,13.282236099243164,1.7377821207046509
86,15.888197898864746,12.568007469177246,1.9042829275131226
87,15.571755409240723,13.073114395141602,1.8731889724731445
88,15.52637004852295,11.56385326385498,1.787204384803772
89,15.681743621826172,12.134525299072266,1.9197419881820679
90,15.892982482910156,12.256900787353516,2.167466163635254
91,15.631572723388672,18.793338775634766,2.229133129119873
92,16.142263412475586,14.515053749084473,2.2413809299468994
93,15.725796699523926,13.654120445251465,1.6382418870925903
94,15.780500411987305,15.398774147033691,1.8004257678985596
95,15.921481132507324,17.53327178955078,2.1984896659851074
96,15.964683532714844,15.403120994567871,2.049769639968872
97,16.229629516601562,14.308937072753906,2.008671998977661
98,16.113737106323242,20.072834014892578,1.8112655878067017
99,15.963226318359375,13.148788452148438,1.9111731052398682
